-31.192,2.54194,0.501789,0.491209,0.203096,0.0965487,0.56764,-0.301781,0.330768,0.642875,-0.127553,0.350047,-0.062711,-0.0974764,-0.043845,0.0141849,0.0467935,-0.192485,-0.0664226,0.065893
-28.3891,2.15867,0.977942,1.06683,0.171392,-0.436605,-0.1707,-0.358214,0.633817,1.04619,0.533855,0.105631,-0.202838,-0.218949,-0.181027,-0.201645,0.00596995,0.474897,0.0514246,0.221492
-28.7735,2.13642,0.848211,0.823092,-0.169432,-0.785392,-0.539457,-0.499268,0.450894,0.54231,0.0771461,-0.118405,-0.201726,-0.469047,-0.340402,-0.159207,-0.129471,0.324502,0.0368689,0.100568
-30.7714,1.94522,0.767187,1.35636,0.19521,-0.334127,-0.06171,-0.575967,0.514916,0.824848,0.047063,-0.00662582,-0.0441851,0.00510006,0.0266049,-0.275519,-0.0675021,0.295123,-0.148306,0.127394
-32.1144,1.8441,0.456494,1.4974,0.474344,-0.0899361,0.132421,-1.03248,0.28454,0.533817,-0.353799,0.12225,0.0963936,0.10035,0.172852,-0.107963,0.0404811,0.12091,0.033866,0.230795
-31.9957,1.79651,0.537033,1.61081,0.480006,-0.236851,-0.040883,-1.05256,0.59533,1.02758,0.000423172,0.104824,-0.163532,-0.087384,0.111278,-0.0611676,0.055929,0.19275,-0.00255214,0.343416
-31.2496,1.95827,0.6835,1.43692,0.348146,-0.307133,0.174267,-0.830984,0.288312,0.595793,-0.0166128,-0.0489247,-0.22375,0.339465,0.304146,-0.00536236,0.0560963,0.235564,0.0176979,0.192551
-32.4351,1.38011,0.207194,1.8081,0.424227,-0.149092,-0.0221164,-1.22167,0.480027,0.721733,-0.268807,-0.0157101,-0.00710855,-0.0423345,0.138298,-0.264179,-0.0312053,0.468776,-0.0429669,0.217499
-32.314,1.32226,0.197444,1.92887,0.445315,-0.218555,-0.111856,-1.3052,0.430758,0.660634,-0.214341,-0.0195559,-0.023942,-0.039432,0.112057,-0.19513,-0.00274896,0.472344,-0.00173809,0.241573
-32.0979,1.51591,0.258007,1.51658,0.65415,0.182463,0.169526,-1.31797,0.12097,0.419988,-0.557992,0.0812322,0.208739,0.0881971,0.274172,-0.255482,-0.0283327,0.26125,-0.185771,0.26495
-31.7476,1.8042,0.358212,1.40382,0.604231,0.144441,0.124586,-1.04925,0.385444,0.805612,-0.204408,0.122165,-0.0584808,-0.305444,-0.143602,-0.367763,0.106069,0.34658,-0.0252035,0.249926
-33.2388,2.02838,0.58158,0.932435,0.717079,0.264767,0.0807152,-1.06234,0.613999,1.46116,-0.109692,0.229987,-0.177878,-0.526723,0.0801106,-0.521254,-0.0247074,0.432711,-0.345386,0.0930833
-33.5089,1.89709,0.578253,0.986328,0.824968,0.347003,0.0702107,-1.09828,0.707294,1.64352,-0.00143684,0.250004,-0.266147,-0.72543,-0.0559505,-0.584428,0.00538192,0.472689,-0.408827,0.0464406
-33.4932,1.90383,0.574941,0.977167,0.815095,0.344204,0.0772714,-1.08867,0.705678,1.63275,-0.0103905,0.2464,-0.261803,-0.713457,-0.0495876,-0.585701,-0.00276461,0.467247,-0.406404,0.0514892
-33.4787,1.90209,0.57833,0.984852,0.81869,0.340021,0.070996,-1.09133,0.70861,1.64142,0.0017123,0.250004,-0.268326,-0.718097,-0.0545731,-0.580083,0.00604501,0.467863,-0.412682,0.0403249
-33.4803,1.90136,0.578559,0.985977,0.821271,0.342459,0.0706575,-1.09203,0.711086,1.64539,0.00461532,0.251543,-0.267765,-0.720321,-0.0564252,-0.58064,0.00660812,0.467551,-0.413831,0.0404463
-33.4882,1.9074,0.577837,0.980609,0.81826,0.344697,0.0739001,-1.09393,0.702849,1.63175,-0.00922938,0.249742,-0.258058,-0.712257,-0.0485439,-0.582439,0.00124315,0.468248,-0.40497,0.0517645
-33.5083,1.89758,0.575675,0.981555,0.821254,0.3475,0.0746027,-1.09304,0.708481,1.64102,-0.00496978,0.247936,-0.265204,-0.72261,-0.0549399,-0.587462,0.00018174,0.470467,-0.408127,0.0495282
-33.4823,1.90509,0.579256,0.984131,0.81717,0.338616,0.0697991,-1.09439,0.703159,1.63444,-0.00461805,0.248353,-0.265455,-0.714269,-0.0491001,-0.577878,0.00640268,0.469369,-0.409175,0.0427486
-33.479,1.90047,0.577846,0.985081,0.820002,0.341599,0.0715766,-1.08998,0.712235,1.64623,0.00537282,0.251002,-0.269178,-0.720084,-0.05708,-0.581545,0.00554311,0.467064,-0.414808,0.0396962
-33.4778,1.90801,0.577283,0.979961,0.816835,0.343749,0.0752137,-1.0903,0.705852,1.63374,-0.00644047,0.250002,-0.259384,-0.711344,-0.049928,-0.581871,0.00113164,0.465444,-0.407595,0.0494106
-33.5089,1.89709,0.578253,0.986328,0.824968,0.347003,0.0702107,-1.09828,0.707294,1.64352,-0.00143684,0.250004,-0.266147,-0.72543,-0.0559505,-0.584428,0.00538192,0.472689,-0.408827,0.0464406
-30.4916,1.56441,0.00858679,0.290097,0.122161,0.70937,0.604168,-0.363752,-0.0705976,0.0654247,-0.147422,0.399318,0.321492,-0.209868,-0.0994765,-0.275094,-0.0787132,0.157121,0.224621,0.340366
-15.324,6.81659,-1.82244,-0.260833,0.285788,0.528728,0.215691,-0.591427,0.146219,0.0908964,-0.291045,0.121922,-0.0989969,-0.00157631,0.244422,-0.15012,0.112829,0.0561668,-0.0546531,0.0467137
-10.8319,7.17315,-1.63381,0.708008,0.36287,1.00125,0.461773,-0.418204,0.116038,0.261852,-0.141182,0.331167,0.277141,-0.27806,0.0380648,0.0761998,0.0242038,-0.235711,-0.0931509,0.328643
-11.5645,6.78676,-1.13842,0.732128,0.717975,0.94947,0.577323,-0.398627,-0.191893,0.126887,-0.118287,0.417524,0.189122,-0.475623,0.244063,0.294024,-0.203318,-0.297411,0.0373932,0.471976
-11.6975,6.83902,-1.09398,0.657475,0.622353,0.772518,0.645983,-0.483893,-0.124906,0.281409,-0.10299,0.559357,0.189573,-0.575428,0.21528,0.259157,-0.165345,-0.328035,0.0473467,0.423301
-12.0757,6.78988,-1.14341,0.779865,0.543971,0.659712,0.566919,-0.436289,-0.315718,0.22337,0.0795478,0.462109,0.138079,-0.554036,0.180525,0.25668,-0.119528,-0.368649,0.0442781,0.434104
-12.0492,6.86475,-1.0841,0.631402,0.465686,0.459899,0.493336,-0.357844,-0.410637,0.170165,0.0285715,0.406872,0.09642,-0.463099,0.172572,0.34219,-0.0670752,-0.416775,0.0329849,0.371912
