1.02395e-06,6.29149e-07,1.17512e-06,1.3193e-06,1.01091e-06,1.34296e-06,2.93596e-06,4.03245e-06,3.84581e-06,2.26511e-06,7.46572e-07,5.61753e-07
2.77394e-06,2.69728e-06,4.48119e-06,4.29918e-06,4.27569e-06,5.71934e-06,1.06153e-05,1.80943e-05,1.53065e-05,5.55283e-06,1.95833e-06,1.83071e-06
1.35997e-05,8.38365e-06,1.55073e-05,1.15684e-05,8.75771e-06,8.88493e-06,2.54399e-05,3.45976e-05,3.11221e-05,1.84443e-05,3.63565e-06,1.19146e-05
0.000132847,5.36462e-05,8.05394e-05,0.000124774,0.000121367,8.49112e-05,7.5891e-05,7.9261e-05,4.87355e-05,4.16203e-05,6.19181e-05,6.77418e-05
0.00261812,0.00200403,0.00186903,0.00166981,0.00240532,0.00309278,0.00306137,0.00193847,0.00107608,0.000993827,0.0013523,0.00201775
0.0560209,0.0741624,0.0979719,0.0853492,0.0785946,0.0921894,0.100004,0.115648,0.118792,0.103441,0.0957888,0.0662539
0.0411246,0.084643,0.0688492,0.0399103,0.0210223,0.0359895,0.0488418,0.0378623,0.0579353,0.0562649,0.0317111,0.0130426
0.045995,0.0873547,0.075675,0.0476656,0.0353681,0.0333081,0.0337351,0.0482294,0.0987303,0.0901522,0.0412062,0.0410157
0.0576144,0.0929734,0.0758559,0.0387045,0.0258242,0.0213219,0.0318742,0.0456065,0.0763926,0.0694168,0.0479681,0.0440685
0.0425608,0.0886815,0.0488238,0.024509,0.0238488,0.0327016,0.0258178,0.0403315,0.0834952,0.0458067,0.0208326,0.0281673
0.0514382,0.109124,0.0836322,0.0489513,0.0310851,0.0409669,0.0526082,0.0614524,0.104057,0.087967,0.0497258,0.0373188
0.0668657,0.107046,0.07928,0.042376,0.0208338,0.0304309,0.0239644,0.024381,0.0493741,0.0435472,0.020091,0.0174301
0.0693206,0.113952,0.0882603,0.0329712,0.0190006,0.0282833,0.0397306,0.0519298,0.0460736,0.0339319,0.019587,0.0240065
0.052908,0.0644651,0.0679556,0.043656,0.0275677,0.0452618,0.0267192,0.0476196,0.055235,0.0357978,0.0297897,0.0484157
0.0371028,0.0588065,0.0448275,0.0364379,0.0270746,0.0395338,0.0397128,0.0455623,0.0807558,0.0664999,0.0390569,0.0469233
0.0650289,0.0764025,0.0447843,0.0340771,0.0260081,0.0404867,0.0225877,0.0362987,0.0665666,0.0255327,0.0365769,0.0393465
0.0415265,0.0630932,0.0441442,0.0361643,0.0257213,0.0351186,0.0255577,0.0325749,0.0771671,0.0653477,0.0345642,0.029645
0.0417828,0.057638,0.0428692,0.0379158,0.0289383,0.0371246,0.0184285,0.0155203,0.0543791,0.0375791,0.0244474,0.0256784
0.0502757,0.0632322,0.04887,0.0405764,0.0314157,0.0379163,0.0255757,0.04379,0.0546999,0.0355768,0.0239648,0.0413796
0.0698918,0.114724,0.0974588,0.0618808,0.0457811,0.0656295,0.0548427,0.0753843,0.101165,0.0714822,0.052639,0.0521295
0.0370725,0.0706234,0.0700012,0.055266,0.039005,0.0562953,0.0520493,0.0495171,0.0831038,0.0619742,0.0468723,0.0369378
0.0500473,0.0810851,0.0611723,0.0397216,0.0246846,0.0480631,0.0364136,0.0279845,0.04418,0.045793,0.0246036,0.0353274
0.063104,0.108874,0.0717211,0.0398457,0.0270806,0.0292716,0.0332458,0.0500304,0.0843383,0.0831753,0.0546655,0.0620635
