,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"C:\Users\pc\Documents\uni\3 Year three - 20-21\Music Analytics\Week04-Numb-Midi.mid",21.0, 7.0, 41.0, 2.0, 56.0, 5.32, 73.0, 1.0, 28.0, 13.75, 3.0
